_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year,label
74285,9373,240148,to the races,eric bachmann,2006,to the races,eric bachmann/eric bachmann,2006,1
468687,7204,72866,things shaped in passing,six parts seven,2002,things shaped in passing,the six parts seven/the six parts seven,2002,1
133871,14881,289509,atlas air ep,massive attack,2010,atlas air ep,massive attack/massive attack,2010,1
362224,5709,358026,the lost tapes,nas,2002,the lost tapes,konfab/konfab,2011,0
217029,3194,370273,the trial of the century,french kicks,2004,the trial of the century,french kicks/french kicks,2004,1
224831,11920,188648,vasco ep part 1,ricardo villalobos,2008,vasco ep part 1,ricardo villalobos/ricardo villalobos,2008,1
175139,16735,434700,my god is blue,sbastien tellier,2012,my god is blue,sébastien tellier/sébastien tellier,2012,1
442899,14569,270270,all we grow,s. carey,2010,all we grow,s. carey (2)/s. carey (2),2010,1
536734,2280,631123,too late to die young,departure lounge,2002,too late to die young,wonderfools/wonderfools,2007,0
269168,4113,9235,turn on the bright lights,interpol,2002,turn on the bright lights,interpol/interpol,2002,1
303456,9500,177047,the last resort,trentemller,2006,the last resort,deadly force/deadly force,2001,0
339940,19471,701106,once more 'round the sun,mastodon,2014,once more 'round the sun,mastodon,2014,1
556473,11965,39112,imperial wax solvent,the fall,2008,imperial wax solvent,the fall/the fall,2008,1
401885,9143,39534,the river in reverse,elvis costello,2006,the river in reverse,allen toussaint/allen toussaint/elvis costello/elvis costello,2006,0
377250,13478,341494,i and love and you,the avett brothers,2009,i and love and you,the avett brothers/the avett brothers,2010,1
550192,4179,923018,all of the above,j-live,2002,all of the above,structures,2014,0
558978,9625,197419,live a little,pernice brothers,2006,live a little,m.a.s.s. (3)/m.a.s.s. (3),2003,0
113383,13077,378293,grace around the world,jeff buckley,2009,grace around the world,jeff buckley/jeff buckley,2009,1
179589,21521,14121,all i need,foxes,2016,all i need,within temptation/within temptation,2007,0
625073,16902,307618,cut the world,antony and the johnsons,2012,cut the world,moscow olympics/moscow olympics,2008,0
84496,8625,155308,as is now,paul weller,2005,as is now,paul weller,2006,1
607187,10821,340922,we sing of only blood or love,dax riggs,2007,we sing of only blood or love,dax riggs/dax riggs,2007,1
354503,16308,491562,the belbury tales,belbury poly,2012,the belbury tales,belbury poly/belbury poly,2012,1
487299,14530,261430,house with a curse,coliseum,2010,house with a curse,coliseum (2)/coliseum (2),2010,1
673121,7782,47630,apples and synthesizers,solvent,2004,apples and synthesizers,solvent/solvent,2004,1
666153,8080,53649,the amateur view,to rococo rot,1999,the amateur view,to rococo rot/to rococo rot,1999,1
558135,8197,38412,"desperate youth, blood thirsty babes",tv on the radio,2004,"desperate youth, blood thirsty babes",tv on the radio/tv on the radio,2004,1
459051,953,3113,feel good lost,broken social scene,2001/2004,feel good lost,broken social scene/broken social scene,2001,1
254451,14367,289008,thank me later,drake,2010,thank me later,drake,2010,1
77423,18067,865185,live in concert,wiz khalifa & curren$y,2013,live in concert,chris jones (18)/chris jones (18)/sara k./sara k.,2003,0
66725,5709,789200,the lost tapes,nas,2002,the lost tapes,nas/nas,2001,1
579645,6933,121835,the floating glass key in the sky,rainstick orchestra,2004,the floating glass key in the sky,rainstick orchestra/rainstick orchestra,2004,1
456328,5006,9370,"dead cities, red seas & lost ghosts",m83,2003,"dead cities, red seas & lost ghosts",m83/m83,2003,1
503103,11686,30329,the best of,radiohead,2008,the best of,deicide/deicide,2003,0
238065,12575,87052,exotic creatures of the deep,sparks,2008,exotic creatures of the deep,sparks/sparks,2008,1
168625,9715,44834,sing the greys,frightened rabbit,2006,sing the greys,frightened rabbit,2006,1
38318,20151,793219,late night endless,sherwood & pinch,2015,late night endless,adrian sherwood/adrian sherwood/pinch (2)/pinch (2),2015,1
143968,7963,11895,map of what is effortless,telefon tel aviv,2004,map of what is effortless,telefon tel aviv/telefon tel aviv,2004,1
330117,12202,291941,girls and weather,the rumble strips,2008,girls and weather,the rumble strips/the rumble strips,2007,1
348627,12256,414358,gentleman jesse & his men,gentleman jesse & his men,2008,gentleman jesse & his men,gentleman jesse & his men/gentleman jesse & his men,2008,1
642781,11640,353596,private times in public places,slow six,2004,private times in public places,slow six/slow six,2004,1
71715,21667,628993,long way home,lpsley,2016,long way home,the heights (2)/the heights (2),2005,0
367743,4523,825493,what's next to the moon,mark kozelek,2001,what's next to the moon,mark kozelek/mark kozelek,2001,1
508065,5327,153715,you think it's like this but really it's like this,mirah,2000,you think it's like this but really it's like this,mirah (3),2000,1
130345,15473,3588,an american trilogy,mickey newbury,2011,an american trilogy,manowar/manowar,2002,0
279138,1001,364896,sir dark invader vs. the fanglord,richard buckner & jon langford,2005,sir dark invader vs. the fanglord,jon langford (2)/jon langford (2)/richard buckner/richard buckner,2005,0
569930,17064,731683,the disintegration loops,william basinski,2012,the disintegration loops,william basinski/william basinski,2002,1
329455,7726,299474,the early years,sparrow,2005,the early years,steelcapped strength/steelcapped strength,2002,0
371062,11951,240090,i've got my eye on you,syclops,2008,i've got my eye on you,syclops/syclops,2008,1
35704,22062,1022856,sketches from an island 2,mark barrott,2016,sketches from an island 2,mark barrott/mark barrott,2016,1
559490,1579,424466,the golden age,bobby conn,2001,the golden age,the asteroids galaxy tour/the asteroids galaxy tour,2011,0
34503,13621,180889,the first days of spring,noah and the whale,2009,the first days of spring,noah and the whale/noah and the whale,2009,1
479717,15254,164969,on a mission,katy b,2011,on a mission,mateo & matos/mateo & matos,2000,0
151309,2569,185754,this is riphop,death comet crew,2004,this is riphop,death comet crew/death comet crew,2004,1
565589,18681,613264,"night time, my time",sky ferreira,2013,"night time, my time",sky ferreira/sky ferreira,2013,1
610543,18978,654987,the power and the glory,perc,2014,the power and the glory,perc/perc,2014,1
504340,14965,282671,in the house,tensnake,2010,in the house,martin solveig/martin solveig,2006,0
640541,6281,6656,writers without homes,piano magic,2002,writers without homes,piano magic/piano magic,2002,1
280345,14833,663025,live in japan,fenn o'berg,2010,live in japan,whitesnake/whitesnake,2007,0
96413,4350,283737,the ultimate collection,michael jackson,2004,the ultimate collection,billy joel/billy joel,2000,0
530398,6558,55519,"tiger, my friend",psapp,2004,"tiger, my friend",psapp/psapp,2005,1
202112,18067,168951,live in concert,wiz khalifa & curren$y,2013,live in concert,bob marley & the wailers/bob marley & the wailers,2012,0
26574,11917,82240,"the devil, you + me",the notwist,2008,"the devil, you + me",the notwist/the notwist,2008,1
416007,22135,1061549,no hard feelings,dreezy,2016,no hard feelings,dreezy/dreezy,2016,1
669736,9913,58401,the early years,the early years,2007,the early years,roxy music/roxy music,2000,0
72065,16696,483939,into the lair of the sun god,dawnbringer,2012,into the lair of the sun god,dawnbringer/dawnbringer,2012,1
350690,13383,158624,love comes close,cold cave,2009,love comes close,cold cave/cold cave,2009,1
99881,18978,411460,the power and the glory,perc,2014,the power and the glory,moorish delta 7/moorish delta 7,2002,0
456285,4028,30980,coming on strong,hot chip,2005,coming on strong,scott mac/scott mac/signum/signum,1999,0
18031,14519,267405,outside the box,skream,2010,outside the box,skream/skream,2010,1
412958,10939,336302,spring a leak,the lucksmiths,2007,spring a leak,the lucksmiths/the lucksmiths,2007,1
87268,16120,393116,bestival live 2011,the cure,2011,bestival live 2011,the cure/the cure,2011,1
270516,11841,171114,just for a day,slowdive,1991,just for a day,angel ace/angel ace,2007,0
383686,12724,207572,here we go magic,here we go magic,2009,here we go magic,here we go magic,2009,1
433989,19109,734419,by any means,kevin gates,2014,by any means,kevin gates (2)/kevin gates (2),2014,1
119788,14679,286245,from the cradle to the rave,shit robot,2010,from the cradle to the rave,shit robot/shit robot,2010,1
121771,3185,527087,thinking of you,freakwater,2005,thinking of you,ohm boys/ohm boys,2004,0
298092,6591,148140,the indian tower,pearls and brass,2006,the indian tower,pearls & brass/pearls & brass,2005,1
78254,12139,457058,"in the 7th moon, the chief turned into a swimming fish and ate the head of his enemy by magic",kasai allstars,2008,"in the 7th moon, the chief turned into a swimming fish and ate the head of his enemy by magic",kasai allstars/kasai allstars,2008,1
306056,20232,814161,bad news boys,the king khan & bbq show,2015,bad news boys,the king khan & bbq show/the king khan & bbq show,2015,1
22167,496,122774,arizona amp and alternator,arizona amp and alternator,2005,arizona amp and alternator,arizona amp and alternator/arizona amp and alternator,2005,1
659455,16721,445532,the bravest man in the universe,bobby womack,2012,the bravest man in the universe,bobby womack,2012,1
488500,5272,249798,live in japan,the microphones,2004,live in japan,the sharks/the sharks,2002,0
415958,17466,583263,mac & cheese 3,french montana,2012,mac & cheese 3,french montana/french montana,2013,1
574057,15154,319408,too beautiful to work,the luyas,2011,too beautiful to work,the luyas/the luyas,2011,1
477717,19388,687000,ultima ii massage,tobacco,2014,ultima ii massage,tobacco (3)/tobacco (3),2014,1
468876,9139,209536,kill them with kindness,headlights,2006,kill them with kindness,headlights/headlights,2006,1
97635,18423,567880,"whenever, if ever",the world is a beautiful place & i am no longer afraid to die,2013,"whenever, if ever",the world is a beautiful place & i am no longer afraid to die/the world is a beautiful place & i am no longer afraid to die,2013,1
329212,5709,998048,the lost tapes,nas,2002,the lost tapes,blind legion/blind legion,2008,0
357219,4553,847672,on my way,ben kweller,2004,on my way,axwell λ ingrosso/axwell λ ingrosso,2015,0
618946,3024,67088,visions of blah,thomas fehlmann,2002,visions of blah,thomas fehlmann/thomas fehlmann,2002,1
92462,3335,644444,in a cave,french toast,2005,in a cave,tokyo police club/tokyo police club,2008,0
393514,18933,1111709,come to life,cities aviv,2014,come to life,eliot lipp/eliot lipp,2016,0
445443,7338,553367,didn't it rain,songs: ohia,2002,didn't it rain,hugh laurie,2013,0
262121,22165,1038853,spend the night with...,cheena,2016,spend the night with...,cheena (2)/cheena (2),2016,1
543470,22669,611990,out of time,r.e.m.,1991/2016,out of time,halgrath/halgrath,2013,0
213857,12974,169274,fate to fatal,the breeders,2009,fate to fatal,the breeders/the breeders,2009,1
325912,21106,903681,international blackjazz society,shining,2015,international blackjazz society,shining (2)/shining (2),2015,1
139536,17149,481586,the threnody of triumph,winterfylleth,2012,the threnody of triumph,winterfylleth/winterfylleth,2012,1
169809,341,42073,god loves ugly,atmosphere,2002,god loves ugly,atmosphere (2),2002,1
69246,8004,10180,the mirror conspiracy,thievery corporation,2000,the mirror conspiracy,thievery corporation/thievery corporation,2000,1
76001,8085,22475,out from out where,amon tobin,2002,out from out where,amon tobin/amon tobin,2002,1
47247,303,20802,our shadows will remain,joseph arthur,2004,our shadows will remain,joseph arthur/joseph arthur,2005,1
299965,9053,108073,to find me gone,vetiver,2006,to find me gone,vetiver/vetiver,2006,1
120689,10352,8118,an end has a start,editors,2007,an end has a start,editors/editors,2007,1
544868,5083,181334,lost in space,aimee mann,2002,lost in space,dj tekkie/dj tekkie,2000,0
589815,6921,152767,up all night,razorlight,2004,up all night,the young knives/the young knives,2008,0
619789,17886,524457,the new life,girls names,2013,the new life,girls names/girls names,2013,1
89004,16991,469143,come of age,the vaccines,2012,come of age,the vaccines/the vaccines,2012,1
254974,16908,462606,researching the blues,redd kross,2012,researching the blues,redd kross,2012,1
365084,11668,54750,skin turns to glass,nadja,2003/2008,skin turns to glass,nadja (5)/nadja (5),2003,1
596235,21539,957297,love over will,alex smoke,2016,love over will,alex smoke/alex smoke,2016,1
383227,12929,170653,sometimes i wish we were an eagle,bill callahan,2009,sometimes i wish we were an eagle,bill callahan,2009,1
141801,415,83102,orchestra of bubbles,ellen allien,2006,orchestra of bubbles,apparat/apparat/ellen allien/ellen allien,2006,0
500389,12290,49079,futuristically speaking...never be afraid,yo majesty,2008,futuristically speaking...never be afraid,yo majesty/yo majesty,2008,1
202939,11431,541230,jane doe loves me,experimental dental school,2008,jane doe loves me,experimental dental school/experimental dental school,2007,1
518246,7714,601939,lost in translation,various artists,2003,lost in translation,h.d.q./h.d.q.,2013,0
130432,8983,209503,one night in bangkok,dj shadow,2005,one night in bangkok,dj shadow/dj shadow,2005,1
620748,18349,598281,sleep of reason,raffertie,2013,sleep of reason,the eternal (2)/the eternal (2),2005,0
670433,18307,526280,somerset avenue tracks (1992-1995),-ziq,2013,somerset avenue tracks (1992-1995),µ-ziq/µ-ziq,2013,1
310412,18255,567260,return to annihilation,locrian,2013,return to annihilation,locrian/locrian,2013,1
602569,19451,712423,still dreamin' wild: the lost recordings 1979-81,donnie & joe emerson,2014,still dreamin' wild: the lost recordings 1979-81,donnie & joe emerson/donnie & joe emerson,2014,1
579191,15896,341839,you drive me to plastic,bullion,2011,you drive me to plastic,bullion/bullion,2011,1
409340,4707,257280,how the west was won,led zeppelin,2003,how the west was won,the wedding present/the wedding present,2008,0
180226,10904,29303,the black and white album,the hives,2007,the black and white album,the hives/the hives,2007,1
551098,15347,612950,music's not for everyone,chain and the gang,2011,music's not for everyone,chain and the gang,2011,1
138842,11686,270796,the best of,radiohead,2008,the best of,mercyful fate/mercyful fate,2003,0
231469,14519,813563,outside the box,skream,2010,outside the box,sabrina starke,2012,0
45450,11949,182412,we were enchanted,roommate,2008,we were enchanted,roommate/roommate,2008,1
391557,9316,510031,all this time,heartless bastards,2006,all this time,not on tour/not on tour,2012,0
79154,20542,1072810,pc music volume 1,various artists,2015,pc music volume 1,various/various,2015,1
635539,15784,413050,808s & dark grapes ii,main attrakionz,2011,808s & dark grapes ii,main attrakionz/main attrakionz,2011,1
321925,22439,1075871,while they were sleeping,candiria,2016,while they were sleeping,candiria/candiria,2016,1
418581,7815,684659,the view from the floor,slow dazzle,2005,the view from the floor,slow dazzle/slow dazzle,2005,1
594634,21647,973984,this is what the truth feels like,gwen stefani,2016,this is what the truth feels like,gwen stefani,2016,1
250956,7145,173289,arrived in gold,sightings,2004,arrived in gold,sightings/sightings,2004,1
481939,22403,835455,the tonite show,"dj fresh, ezale",2016,the tonite show,e.m.c. (4)/e.m.c. (4),2015,0
395275,7606,701219,under the influence,super furry animals,2005,under the influence,terra naomi/terra naomi,2007,0
378883,15658,590901,king of hearts,lloyd,2011,king of hearts,peven everett/peven everett,2013,0
347387,16930,997754,white math / polymorph,blanck mass,2012,white math / polymorph,blanck mass/blanck mass,2012,1
80122,21549,1100532,3001: a laced odyssey,flatbush zombies,2016,3001: a laced odyssey,flatbush zombies/flatbush zombies,2016,1
641714,14362,401983,false lights from the land ep,richard hawley,2010,false lights from the land ep,richard hawley/richard hawley,2010,1
168631,20697,860244,sing into my mouth,"ben bridwell, iron & wine",2015,sing into my mouth,ben bridwell/iron and wine,2015,1
450463,9566,156154,olesi: fragments of an earth,georgia anne muldrow,2006,olesi: fragments of an earth,georgia anne muldrow/georgia anne muldrow,2006,1
621823,32,263143,versus the world,action time,2001,versus the world,the action time/the action time,2000,1
211710,10792,38451,chrome dreams ii,neil young,2007,chrome dreams ii,neil young/neil young,2007,1
242009,18349,618750,sleep of reason,raffertie,2013,sleep of reason,raffertie/raffertie,2013,1
114254,17413,658247,roomful of teeth,roomful of teeth,2012,roomful of teeth,roomful of teeth/roomful of teeth,2012,1
165604,11925,155322,remix romance vol. 2,sally shapiro,2008,remix romance vol. 2,sally shapiro/sally shapiro,2008,1
527296,10281,748430,"live from austin, tx",guided by voices,2007,"live from austin, tx",norah jones,2008,0
325911,19213,881014,free to eat,plague vendor,2014,free to eat,plague vendor/plague vendor,2014,1
110327,14858,336624,as u were,lyrics born,2010,as u were,lyrics born/lyrics born,2010,1
591354,18067,1044223,live in concert,wiz khalifa & curren$y,2013,live in concert,cesare siepi/cesare siepi/mirella freni/mirella freni,2003,0
373941,16612,692497,i feel so far away: anthology 1974-1998,moe tucker,2012,i feel so far away: anthology 1974-1998,moe tucker/moe tucker,2012,1
184788,14472,115798,crazy for you,best coast,2010,crazy for you,john stephens/john stephens,2002,0
20915,10783,1138999,live from austin tx,david byrne,2007,live from austin tx,drive-by truckers,2009,0
274546,16706,444800,in our heads,hot chip,2012,in our heads,hot chip,2012,1
482242,6428,346977,alive before the iceberg,the posies,2012,alive before the iceberg,the posies/the posies,1999,1
623142,669,148445,hot shots ii,the beta band,2001,hot shots ii,the beta band/the beta band,2001,1
289403,11862,173080,songs and other things,tom verlaine,2006,songs and other things,tom verlaine/tom verlaine,2006,1
403052,11686,110656,the best of,radiohead,2008,the best of,de la soul,2003,0
43350,1286,171567,not the tremblin' kind,laura cantrell,2000,not the tremblin' kind,laura cantrell,2000,1
437241,12141,87250,images of sigrid,poni hoax,2008,images of sigrid,poni hoax/poni hoax,2008,1
3831,4876,47532,music to make love to your old lady by,lovage,2001,music to make love to your old lady by,jennifer charles/jennifer charles/lovage/lovage/mike patton/mike patton/nathaniel merriweather/nathaniel merriweather,2001,0
131293,17840,611909,culture of pink,cankun,2013,culture of pink,cankun/cankun,2013,1
514823,18073,549107,a bad wind blows in my heart,bill ryder-jones,2013,a bad wind blows in my heart,bill ryder-jones/bill ryder-jones,2013,1
178674,4350,507388,the ultimate collection,michael jackson,2004,the ultimate collection,"emerson, lake & palmer/emerson, lake & palmer",2004,0
101516,18174,573955,destruction in yr soul,hospital ships,2013,destruction in yr soul,hospital ships/hospital ships,2013,1
510768,17412,505745,more for the masses,the people's temple,2012,more for the masses,the people's temple/the people's temple,2012,1
388799,7496,35247,the first of the microbe hunters,stereolab,2000,the first of the microbe hunters,stereolab/stereolab,2000,1
504213,15669,438726,famous first words,viva brother,2011,famous first words,tom burbank/tom burbank,2006,0
660658,9959,121026,music for tourists,chris garneau,2007,music for tourists,chris garneau,2007,1
358365,11577,228637,single collection 1972-1980,richard pinhas,2008,single collection 1972-1980,richard pinhas/richard pinhas,2006,1
156546,9295,51096,made in brooklyn,masta killa,2006,made in brooklyn,masta killa/masta killa,2006,1
156367,2817,478525,lost marbles and exploded evidence,enon,2005,lost marbles and exploded evidence,enon/enon,2005,1
64773,2770,1096442,scream the sound,emerald down,2001,scream the sound,the emerald down,2001,1
542129,4318,108447,hey hey my my yo yo,junior senior,2005,hey hey my my yo yo,junior senior/junior senior,2005,1
593520,7730,329210,leave your name,statistics,2003,leave your name,statistics,2004,1
52876,6020,574688,circling the sun,the orange peels,2005,circling the sun,the orange peels/the orange peels,2005,1
214892,19297,701506,good to be home,blu,2014,good to be home,blu (2)/blu (2),2014,1
664200,12700,114336,how will you?,azita,2009,how will you?,azita/azita,2009,1
506831,17253,484590,"good kid, m.a.a.d city",kendrick lamar,2012,"good kid, m.a.a.d city",kendrick lamar,2012,1
235637,3681,191451,the moon is a dead world,gospel,2005,the moon is a dead world,gospel/gospel,2005,1
529527,22705,1091389,a very kacey christmas,kacey musgraves,2016,a very kacey christmas,kacey musgraves,2016,1
584473,21971,1015477,brigid mae power,brigid mae power,2016,brigid mae power,brigid mae power/brigid mae power,2016,1
345283,10281,355027,"live from austin, tx",guided by voices,2007,"live from austin, tx",eric johnson (2)/eric johnson (2),2005,0
344664,15543,382900,don't blame the stars,the black swans,2011,don't blame the stars,the black swans/the black swans,2011,1
132516,13894,541349,in the dark,the whigs,2010,in the dark,dev (4)/dev (4)/flo rida/flo rida,2011,0
506443,13158,683588,i love you,amanda blank,2009,i love you,2ne1,2012,0
545881,11709,293773,oh vanille/ova nil,diane cluck,2005,oh vanille/ova nil,diane cluck/diane cluck,2003,1
466689,13863,242238,pop ambient 2010,various artists,2010,pop ambient 2010,various/various,2010,1
81671,16175,392503,journey of the deep sea dweller i,drexciya,2011,journey of the deep sea dweller i,drexciya/drexciya,2011,1
275427,22092,967086,live at third man records,scharpling & wurster,2016,live at third man records,ashley monroe,2016,0
491385,20426,349617,"the past, the present, the future",jodeci,2015,"the past, the present, the future",t-empo/t-empo,2002,0
428312,14833,509811,live in japan,fenn o'berg,2010,live in japan,10cc/10cc,2004,0
10445,11686,1093015,the best of,radiohead,2008,the best of,the toasters/the toasters,2001,0
44746,11185,1132715,the golden age,american music club,2008,the golden age,go rydell,2010,0
71149,13016,241418,are you in?,de la soul,2009,are you in?,boys noize/boys noize,2005,0
675533,16247,422613,man with potential,pete swanson,2012,man with potential,pete swanson/pete swanson,2011,1
665614,13589,278589,is and always was,daniel johnston,2009,is and always was,daniel johnston/daniel johnston,2009,1
22756,9002,508574,all at once,young people,2006,all at once,paulson/paulson,2007,0
280848,14747,329193,tall hours in the glowstream,cotton jones,2010,tall hours in the glowstream,cotton jones/cotton jones,2010,1
86418,14386,754702,how i got over,the roots,2010,how i got over,the roots/the roots,2009,1
390530,8020,609640,when we were small,rosie thomas,2002,when we were small,rosie thomas/rosie thomas,2002,1
659265,16187,403729,the stars are indifferent to astronomy,nada surf,2012,the stars are indifferent to astronomy,nada surf,2012,1
205543,22016,153371,into the light,marisa anderson,2016,into the light,themroc/themroc,2003,0
537607,5922,571841,young adults against suicide,ninja high school,2005,young adults against suicide,ninja high school/ninja high school,2005,1
404528,522,58436,the empire strikes first,bad religion,2004,the empire strikes first,bad religion,2004,1
90908,15021,600971,in the cool of the day,daniel martin moore,2011,in the cool of the day,daniel martin moore/daniel martin moore,2011,1
141055,2384,28485,the quick and the dead,"dj spooky, scanner",2000,the quick and the dead,dj spooky/dj spooky/scanner/scanner,1999,1
156916,16035,399189,"true traitor, true whore",leviathan,2011,"true traitor, true whore",leviathan (5)/leviathan (5),2011,1
557940,14472,264055,crazy for you,best coast,2010,crazy for you,best coast/best coast,2010,1
355317,10814,87010,the world is yours,ian brown,2007,the world is yours,des mitchell/des mitchell,2000,0
170721,7598,124780,rings around the world,super furry animals,2001,rings around the world,super furry animals/super furry animals,2001,1
131288,5944,51663,faith and courage,sinad o'connor,2000,faith and courage,sinéad o'connor/sinéad o'connor,2000,1
406098,3185,88077,thinking of you,freakwater,2005,thinking of you,status quo/status quo,2004,0
479738,10807,203400,make sure they see my face,kenna,2007,make sure they see my face,kenna/kenna,2007,1
643369,16740,444261,class clown spots a ufo,guided by voices,2012,class clown spots a ufo,guided by voices/guided by voices,2012,1
513518,16702,452547,live from the underground,big k.r.i.t.,2012,live from the underground,big k.r.i.t./big k.r.i.t.,2012,1
627293,10456,60668,dr. no's oxperiment,oh no,2007,dr. no's oxperiment,oh no/oh no,2007,1
313997,6571,73479,queue for love,populous,2005,queue for love,populous/populous,2005,1
157471,16251,911275,better luck next life,royal baths,2012,better luck next life,royal baths/royal baths,2012,1
654508,6304,493429,lest we forget,pinetop seven,2001,lest we forget,throbberstalk/throbberstalk,2012,0
493881,12906,159885,you can have what you want,papercuts,2009,you can have what you want,papercuts (2)/papercuts (2),2009,1
28928,3736,170201,you can feel me,har mar superstar,2003,you can feel me,har mar superstar/har mar superstar,2003,1
518206,5554,684759,first demo tape,minor threat,2003,first demo tape,extended suicide/extended suicide,2012,0
580979,12108,535526,why is bear billowing?,lesser gonzalez alvarez,2008,why is bear billowing?,lesser gonzalez alvarez/lesser gonzalez alvarez,2008,1
36355,5668,274027,the very best of,men's recovery project,2005,the very best of,war/war,2003,0
221477,8979,630332,with a cape and a cane,the joggers,2005,with a cape and a cane,the joggers/the joggers,2005,1
158965,9079,146127,"moo, you bloody choir",augie march,2006,"moo, you bloody choir",augie march/augie march,2006,1
584851,20621,877560,casino life 2: brown bag legend,french montana,2015,casino life 2: brown bag legend,french montana/french montana,2015,1
624574,11129,44269,made in the dark,hot chip,2008,made in the dark,hot chip/hot chip,2008,1
378423,5256,51125,the downfall of ibliys: a ghetto opera,mf grimm,2002,the downfall of ibliys: a ghetto opera,mf grimm/mf grimm,2002,1
489269,6483,42627,princess superstar is,princess superstar,2002,princess superstar is,princess superstar/princess superstar,2002,1
35795,4350,395332,the ultimate collection,michael jackson,2004,the ultimate collection,electric light orchestra/electric light orchestra,2001,0
134914,2398,177556,goodbye enemy airship the landlord is dead,do make say think,2000,goodbye enemy airship the landlord is dead,do make say think/do make say think,2000,1
68055,9162,293888,how we operate,gomez,2006,how we operate,gomez/gomez,2006,1
206986,16015,387598,the devil's rain,misfits,2011,the devil's rain,misfits/misfits,2011,1
94782,7370,67250,things go better with rj and al,soul position,2006,things go better with rj and al,soul position/soul position,2006,1
189925,20824,1006334,how does it feel,ms mr,2015,how does it feel,giovanca,2013,0
413622,15008,644259,lives and treasure,acrylics,2011,lives and treasure,acrylics/acrylics,2011,1
92010,20161,809469,a distant fist unclenching,krill,2015,a distant fist unclenching,krill (4)/krill (4),2015,1
510240,1970,206191,left of the dial: dispatches from the 80s underground,various artists,2004,left of the dial: dispatches from the 80s underground,various/various,2004,1
208768,11357,30955,a sense of purpose,in flames,2008,a sense of purpose,in flames,2008,1
214344,17295,80576,at the bbc,amy winehouse,2012,at the bbc,paul weller/paul weller,2008,0
3628,8460,25742,stop the panic,luke vibert,1999,stop the panic,bj cole/bj cole/luke vibert/luke vibert,2000,0
576945,4009,132054,micah p. hinson and the gospel of progress,micah p. hinson,2005,micah p. hinson and the gospel of progress,micah p. hinson/micah p. hinson/the gospel of progress/the gospel of progress,2004,1
293857,3007,85430,on the floor at the boutique,fatboy slim,2000,on the floor at the boutique,midfield general/midfield general,2000,0
410065,12843,48932,take my breath away,gui boratto,2009,take my breath away,gui boratto/gui boratto,2009,1
4742,3032,672593,live in japan,fennesz,2003,live in japan,21st century schizoid band/21st century schizoid band,2003,0
477596,7726,56221,the early years,sparrow,2005,the early years,deep purple/deep purple,2004,0
34513,7428,43632,kill the moonlight,spoon,2002,kill the moonlight,spoon/spoon,2002,1
589668,6857,820132,hand of glory,royal trux,2002,hand of glory,wolfmare/wolfmare,2010,0
638237,11686,1007438,the best of,radiohead,2008,the best of,lucie (2),2009,0
23923,10205,388079,we walked in song,the innocence mission,2007,we walked in song,the innocence mission/the innocence mission,2007,1
369927,19700,748242,hold it in,melvins,2014,hold it in,jukebox the ghost/jukebox the ghost,2009,0
98431,7401,8316,welcome crummy mystics,frankie sparo,2003,welcome crummy mystics,frankie sparo/frankie sparo,2003,1
294231,21128,1068301,the attic tapes,john renbourn,2015,the attic tapes,john renbourn,2016,1
471343,10986,171106,polysics or die!!! vista,polysics,2007,polysics or die!!! vista,polysics/polysics,2007,1
274512,239,5242,hangable auto bulb,afx,2005,hangable auto bulb,aphex twin,2005,1
658720,12980,150592,"set 'em wild, set 'em free",akron/family,2009,"set 'em wild, set 'em free",akron/family,2009,1
397824,11337,767906,the last tycoon,peter morn,2008,the last tycoon,peter moren/peter moren,2008,1
490032,20141,918010,all we are,all we are,2015,all we are,andy wooding/andy wooding/looper (3)/looper (3),2014,0
532335,10012,983001,out of the woods,tracey thorn,2007,out of the woods,taylor swift/taylor swift,2014,0
580381,18997,656004,days of the fallen sun,junius,2014,days of the fallen sun,junius/junius,2014,1
60629,2643,142902,waterloo to anywhere,dirty pretty things,2006,waterloo to anywhere,dirty pretty things/dirty pretty things,2006,1
43506,20199,801259,archive series volume no. 1,iron & wine,2015,archive series volume no. 1,iron and wine,2015,1
243136,21544,416737,in my mind,bj the chicago kid,2016,in my mind,heather headley/heather headley,2006,0
30684,10530,60794,you follow me,nina nastasia & jim white,2007,you follow me,jim white (2)/jim white (2)/nina nastasia/nina nastasia,2007,1
186124,19326,686208,to be kind,swans,2014,to be kind,swans/swans,2014,1
43504,14276,274985,destroyer of the void,blitzen trapper,2010,destroyer of the void,blitzen trapper,2010,1
392129,14743,246203,under the jaguar sun,nadja,2010,under the jaguar sun,nadja (5)/nadja (5),2009,1
424724,19378,739792,la fin absolue du monde,enabler,2014,la fin absolue du monde,enabler,2014,1
126627,11686,757560,the best of,radiohead,2008,the best of,jah woosh,2000,0
363752,20551,842675,before we forgot how to dream,soak,2015,before we forgot how to dream,soak (4)/soak (4),2015,1
362229,3020,137466,machine says yes,fc/kahuna,2002,machine says yes,fc kahuna/fc kahuna,2002,1
581245,2834,817882,the long goodbye,the essex green,2003,the long goodbye,an autumn for crippled children/an autumn for crippled children,2015,0
286073,11508,679531,live at the royal albert hall,the cinematic orchestra,2008,live at the royal albert hall,foals/foals,2014,0
